isbn,language_code,text_reviews_count,authors,publisher,num_pages,isbn13,bookID,ratings_count,title,average_rating,publication_month,publication_year
1482574756,eng,1,B.L. Hoffman,Createspace,2,9781482574753,17381648,2,The Incidental Inheritance,5,2,2013
0997168722,,2,"Becky Norwood, Sue Ferreira","Mbk Enterprises, LLC",2,9780997168723,31626589,2,"The Woman I Love: Surviving, Healing and Thriving After a Childhood of Sexual, Emotional and Physical Abuse",5,8,2016
1622881680,eng,8,James R. Dennis,Stephen F. Austin University Press,12,9781622881680,33233889,12,Correspondence in D Minor,5,8,2016
0998105244,,2,Amie McCracken,Amie McCracken,1,9780998105246,35002110,1,Blink,5,5,2017
1424184827,,1,Patricia J.  Smith,America Star Books,1,9781424184828,5749482,1,Fore-Warned,5,8,2007
1514182513,,1,A.I. Bloom,Createspace Independent Publishing Platform,1,9781514182512,27708113,1,Dirt: Biology vs. Technology,5,6,2015
1347844805,,1,J.G. Broughton Pegg,Palala Press,1,9781347844809,28981941,1,The New Eschatology: Showing the Indestructibility of the Earth and the Wide Difference Between the Letter and Spirit of Holy Scripture,5,12,2015
0810934884,,7,Stephen Huneck,Harry N. Abrams,62,9780810934887,861508,62,"The Dog Chapel: Welcome All Creeds, All Breeds, No Dogmas Allowed",5,11,2002
1909982040,,1,Aubrey Brooks,Helion & Company,1,9781909982048,19157926,1,Death Row in Paradise: The Untold Story of the Mercenary Invasion of the Seychelles 1981-83,5,1,2015
0615858619,,3,Delaney Henderson,A-Argus Books,3,9780615858616,18761547,3,Lily and Me in Haut de Cagnes,5,10,2013
0984724230,eng,7,Vicki Watson,Christian Cowgirl,10,9780984724239,17340659,10,Tender Mercies (Sonrise Stable #4),5,11,2012
1524603058,eng,10,Melissa Copeland,Authorhouse,15,9781524603052,29884161,15,"Affinity (Solitary, #2)",5,4,2016
1402779380,,36,"Joseph Vogel, Anthony DeCurtis",Sterling,316,9781402779381,11193623,316,Man in the Music: The Creative Life and Work of Michael Jackson,5,11,2011
1426943970,,2,Amelia Fergusson,Trafford Publishing,3,9781426943973,10398484,3,The Story of Babalou Roy,5,12,2010
1574411896,,1,Thomas Reid,University of North Texas Press,3,9781574411898,2029598,3,Spartan Band: Burnett's 13th Texas Cavalry in the Civil War,5,2,2005
1329034562,eng,2,Leann Guzman,lulu.com,5,9781329034563,26308190,5,Strong and of Good Courage: 31 Devotions on Spiritual Warfare,5,9,2015
1612965156,eng,7,Valerie  Ryan,Black Rose Writing,9,9781612965154,25536998,9,"The Keeper of the Words (Seven of I, #1)",5,4,2015
9607233980,gre,1,"Sappho, Sappho, Odysseus Elytis, Odusseas Elutes",Ikaros,13,9789607233981,9526813,13,Σαπφώ,5,,1996
0692508368,eng,5,Linda Diane Wattley,After The Storm Publishing LLC,8,9780692508367,27388457,8,Soldier With a Backpack: Living and Dying Simultaneously,5,10,2015
1908910518,eng,2,Teresa Cutler-Broyles,Crooked Cat Publishing,5,9781908910516,16121006,5,One Eyed Jack,5,10,2012
1514266237,eng,5,Susan Buffum,Createspace Independent Publishing Platform,9,9781514266236,26178367,9,"Miss Peculiar's Haunting Tales, Volume I",5,6,2015
1442429771,en-US,17,"Brandon Mull, Brandon Dorman",Aladdin,408,9781442429772,10760710,408,"Fablehaven: Complete Set (Boxed Set): Fablehaven; Rise of the Evening Star; Grip of the Shadow Plague; Secrets of the Dragon Sanctuary; Keys to the Demon Prison (Fablehaven, #1-5)",5,10,2011
159594494X,,2,Georgia Candoli,WingSpan Press,2,9781595944948,17850456,2,Northern Adventure,5,4,2013
8445070355,spa,2,J.R.R. Tolkien,Minotauro,99,9788445070352,3379781,99,"El retorno del Rey (El Señor De Los Anillos, #3)",5,7,1995
1462898130,,2,Papa Spyk,Xlibris Corporation,9,9781462898138,12085631,9,A Naughty Thing Called Life,5,7,2011
2844972217,fre,1,Jean Vigne,Liv'Editions,1,9782844972217,23753597,1,Code rouge à Belle-Île,5,2,2012
0758243499,,6,Wahida Clark,Dafina,92,9780758243492,8294845,92,Thugs and the Women Who Love Them (Thug #1),5,7,2010
1482393166,eng,5,"Chaker Khazaal, Ali Shehade",Createspace Independent Publishing Platform,17,9781482393163,17590937,17,Confessions of a War Child,5,3,2013
160433598X,,1,Cider Mill Press,Cider Mill Press,2,9781604335989,25111160,2,The Fuck You Postcard Pack,5,10,2015
1939457351,,6,Norm Supancheck,Ghost Mountain Books,20,9781939457356,22281651,20,When Love Calls: A Memoir of Great Devotion,5,3,2015
8171382940,hin,1,Manisha Kulshreshtha,Samayik Prakashan,1,9788171382941,25024093,1,पंचकन्या / Panchkanya,5,,2014
1620244896,,2,Todd  Murphy,Tate Publishing & Enterprises,5,9781620244890,16197712,5,"Go Fast, Goo",5,9,2012
0838995748,,1,Carrie Russell,American Library Association,1,9780838995747,17720081,1,Complete Copyright for K 12 Librarians and Educators,5,5,2014
146202355X,,2,Richard C. Geschke,iUniverse,2,9781462023554,12322992,2,In Our Duffel Bags: Surviving the Vietnam Era,5,7,2011
1499618468,,1,Prometheus Lionhart,Createspace Independent Publishing Platform,8,9781499618464,22497100,8,Crack the Core Exam - Volume 2: Strategy Guide and Comprehensive Study Manual,5,5,2014
1463730896,,2,"Michael W. Ford, Adam Iniquity",Createspace Independent Publishing Platform,20,9781463730895,12472093,20,Goetia of Shadows: Illustrated Luciferian Grimoire,5,7,2011
149907140X,,1,Darrell Williams,Xlibris Corporation,1,9781499071405,23223838,1,Summertime Adventures of Buddy and Henry,5,9,2014
0310750075,,7,"Anonymous, Nancy N. Rue",Zonderkidz,8,9780310750079,23403857,8,Faithgirlz! Bible-NIV-Magnetic Flap,5,8,2015
1496032985,eng,2,Anya Tenney,Anya Tenney,4,9781496032980,21410043,4,Tinted Fire,5,3,2014
1938708598,eng,11,"Julie Arduini, Heidi Glick, Elizabeth Maddrey, Kym McNabney, Paula Mowery, Donna Winters, Lynellen D.S. Perry",Chalfont House,11,9781938708596,24732386,11,A Walk in the Valley: Christian encouragement for your journey through infertility,5,4,2015
0615654460,,1,"A.T. Russell, J. Bryan Martin, C.L. Moyer, Kat Daughtry, Michael Hillcrest, Tina Carreiro, T.K. Toppin, T.M. Hunter",Ring of Fire Publishing,1,9780615654461,15729702,1,Ring of Fire Short Story Sampler,5,6,2012
078473352X,,1,"Crystal Bowman, Becky Radtke",Standard Publishing,1,9780784733523,13195094,1,God's Big Promises for Kids,5,2,2012
1894778758,,1,"Virginia Football, James Wedzin",Theytus Books,2,9781894778756,7778047,2,How the Fox Saved the People,5,11,2009
1680550691,,5,"JoAnn Wagner, David Darchicourt",Sir Pigglesworth Publishing,5,9781680550696,29065745,5,Sir Pigglesworth's Adventures in Pigonia,5,2,2016
1683482069,,5,Katherine Reddick,"Page Publishing, Inc.",6,9781683482062,30209011,6,Access Denied,5,5,2016
1519473346,,3,"Fiza Pathan, Margaret L Margaret Langstaff Editorial, LLPix Photography & Design",Createspace Independent Publishing Platform,4,9781519473349,28323556,4,Raman and Sunny: Middle School Blues,5,12,2015
0300074972,,1,Richard Kendall,Yale University Press,2,9780300074970,2247482,2,Degas and the Little Dancer,5,1,1998
1493506870,eng,1,Laura S. Kearney,HouseofKearney,1,9781493506873,19541149,1,The Crystal Journey (Lorinathas Adventures #1),5,12,2013
0316239755,eng,12,"Jun Mochizuki, Tomo Kimura",Yen Press,88,9780316239752,17333304,88,"Pandora Hearts, Volume 18",5,10,2013
0785269959,,3,Daily Guideposts,Thomas Nelson,7,9780785269953,10418501,7,"Daily Guideposts, 2001: Spirit-Lifting Thoughts for Every Day of the Year",5,10,2000
0749009691,en-GB,8,Rachel Caine,Allison & Busby,360,9780749009694,11417873,360,"The Morganville Vampires, #4-6",5,10,2011
0520258649,,1,"Gordon H. Chang, Mark Dean Johnson",University of California Press,4,9780520258648,5349158,4,"Asian/American/Modern Art: Shifting Currents, 1900–1970",5,11,2008
1606996940,eng,6,"Walt Kelly, Carolyn Kelly",Fantagraphics,53,9781606996942,17591949,53,"Pogo: The Complete Syndicated Comic Strips, Vol. 3: Evidence to the Contrary",5,11,2014
1606996878,,1,"Floyd Gottfredson, David Gerstein, Gary Groth",Fantagraphics,19,9781606996874,17591942,19,Walt Disney's Mickey Mouse Color Sundays Gift Box Set,5,11,2013
1606996924,eng,13,Charles M. Schulz,Fantagraphics,68,9781606996928,17591947,68,Peanuts Every Sunday: 1952-1955,5,12,2013
1908363118,eng,1,Fiona Hamilton,Vala Publishing,2,9781908363114,25992510,2,Bite Sized,5,9,2014
1943048924,eng,3,Christopher  Bailey,"Phase Publishing, LLC",6,9781943048922,27241528,6,"The Plague of Dawn (Starjumper Legacy, #3)",5,10,2015
3468441037,eng,2,Alan Brouder,Langenscheidt,2,9783468441035,6095793,2,The Gunpowder Plot. Niveau C2,5,11,2007
0615968317,,5,Brent Michael Kelley,Omnium Gatherum Media,9,9780615968315,20829181,9,Chuggie and the Fish Freaks of Farheath,5,2,2014
1875641815,,1,"Doris Kartinyeri, Kunyi June-Anne McInerney",Magabala Books,3,9781875641819,6662727,3,Bush Games and Knucklebones,5,11,2003
1620155060,,11,J.C.  Miller,Booktrope,32,9781620155066,23251815,32,Believing in Bigfoot,5,9,2014
1630638099,,2,Milton Manrique Juarez,Tate Publishing & Enterprises,4,9781630638092,22344253,4,Itzalku: The Pipil Saga,5,6,2014
1612150039,,1,Virginia Echols-Harrison,Xulon Press,2,9781612150031,11144550,2,The Simplicity of the Biblical Sanctuary,5,12,2010
8867221094,ita,1,Guillaume Duprat,L'Ippocampo,6,9788867221097,25592256,6,Zoottica. Come vedono gli animali?,5,10,2013
1935529056,eng,1,Rena Beadle,"Intermedia Publishing Group, Inc.",2,9781935529057,9957852,2,Stay In The Game,5,9,2009
1534924884,,1,"C.J. Carr, Jamie Taperek",Createspace Independent Publishing Platform,1,9781534924888,31080189,1,The Writing Prompt Book for Awesome (and Awesomely F'Ed-Up) People,5,7,2016
1467501808,eng,1,Kathy N. Johnson,"Home Care Assistance, Inc. (Home Care Press)",1,9781467501804,16282673,1,From Hospital to Home Care: A Step by Step Guide to Providing Care to Patients Post Hospitalization,5,1,2012
0028723104,,1,Arnold Shaw,Schirmer G Books,2,9780028723105,214032,2,"Black Popular Music in America: From the Spirituals, Minstrels, and Ragtime to Soul, Disco, and Hip-Hop",5,9,1986
145644526X,,1,Robert Peate,Createspace,4,9781456445263,11590632,4,Cagey and 2 Others,5,12,2010
1632158485,,2,Skottie Young,Image Comics,13,9781632158482,29844789,13,I Hate Fairyland Adult Coloring Book,5,6,2016
0713479175,,4,Victor Mollo,Batsford,45,9780713479171,358815,45,Bridge In The Menagerie,5,6,2003
1500793892,,4,Nikki Lynn Barrett,,17,9781500793890,23619656,17,The Key To My Heart (Love and Music in Texas #3),5,8,2014
184748686X,,1,Jonquille M. Berry,G2 Rights,1,9781847486868,14476101,1,The Poetry of Philosophy,5,1,2010
9600508771,gre,3,Dionusios Romas,Bibliopoleion tes Estias,11,9789600508772,25164764,11,Ο Σοπρακόμιτος τόμος 1,5,,1999
1608992519,,1,Steven A. Crane,Wipf & Stock Publishers,4,9781608992515,7675155,4,Is Mormonism Now Christian?,5,1,2010
1855496836,eng,12,"J.K. Rowling, Stephen Fry",Cover to Cover Cassettes Ltd,70,9781855496835,49835,70,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5,11,2004
9771426974,ara,58,"J.K. Rowling, j.k. rwlynj, 'Hmd Hsn mHmd, rj `bdllh",nhD@ mSr llTb`@ wlnshr wltwzy`,957,9789771426974,49839,957,"هاري بوتر وكأس النار (Harry Potter, #4)",5,5,2006
0736971513,,16,Sarah Forgrave,Harvest House Publishers,18,9780736971515,33877418,18,Prayers for Hope and Healing: Seeking God’s Strength as You Face Health Challenges,5,10,2017
0785245391,,2,James Strong,Thomas Nelson,23,9780785245391,669136,23,The New Strong's Expanded Exhaustive Concordance of the Bible: Red-Letter Edition,5,8,2001
0310233437,,7,"James Strong, James A. Swanson",Zondervan,84,0025986233433,669133,84,The Strongest Strong's Exhaustive Concordance of the Bible: 21st Century Edition,5,9,2001
1781489440,,2,"Gail Simmons, Joyce Duffy, Lee Rowan",Grosvenor House Publishing Ltd.,2,9781781489444,28398138,2,The Be Safe Bunnies of Buttercup Meadow,5,12,2015
0989076008,eng,3,Nicholai Conliff,Quasi Degenerate Books,7,9780989076005,17455656,7,Unburied,5,3,2013
1552977870,,1,Peter Harkness,Firefly Books,4,9781552977873,1316922,4,The Rose: An Illustrated History,5,9,2003
1517623200,eng,1,Rosie Russell,Createspace Independent Publishing Platform,1,9781517623203,27400638,1,"Maggie,Millie, and Merrie's Magical Coins (Book #2)",5,10,2015
0847662012,eng,1,"Ludwig Wittgenstein, Desmond Lee","Rowman & Littlefield Publ. Inc. (Totowa, NJ)",2,9780847662012,4544328,2,"Lectures, Cambridge 1930-32",5,11,1979
1507827857,eng,6,J.N. Sheats,Createspace Independent Publishing Platform,8,9781507827857,24528608,8,"Fated Betrayal (Opsona Journey, #2)",5,1,2015
1631592688,,2,Kim  Lehman,Quarry Books,4,9781631592683,31934658,4,Beekeeper's Lab: 52 Family-Friendly Activities and Experiments Exploring the Life of the Hive,5,5,2017
0415891922,,3,Peter Swirski,Routledge,7,9780415891929,9981278,7,"American Utopia and Social Engineering in Literature, Social Thought, and Political History",5,4,2011
1461194628,eng,21,Maureen Uche,,31,9781461194620,11448857,31,Omu Spirituality:  Women as Essential Mystics,5,5,2011
1631401092,,1,IDW Publishing,IDW Publishing,4,9781631401091,22129858,4,Superman: The Golden Age Sundays 1946-1949,5,11,2014
10:1539701,eng,1,Rebecca Rohman,,1,9781539701590,32867737,1,"Love, Lies & A Bleu Christmas (Love, #4)",5,11,2016
1481447149,,12,Kate O'Hearn,Aladdin,78,9781481447140,24885576,78,Rise of the Titans,5,12,2015
1518646271,,1,J L Hickey,Createspace Independent Publishing Platform,1,9781518646270,28079210,1,Baptism of Apathy,5,10,2015
096525304X,en-US,2,L.S. Wagen,Wagen-Load Productions,2,9780965253048,25144914,2,Pauline's Perils of Perplexity,5,2,2015
1929966040,eng,2,Khachadoor and Helene Pilibosian,Ohan Press,6,9781929966042,18276836,6,They Called Me Mustafa: Memoir of an Immigrant,5,,1999
0436204231,,1,Raymond Coppinger,Secker And Warburg,6,9780436204234,1368596,6,Fishing Dogs,5,10,1998
0813819199,,1,John F. Leslie,Blackwell Publishing Professional,3,9780813819198,4804500,3,The Fusarium Laboratory Manual,5,6,2006
1550144847,eng,1,"Rishma Dunlop, Adrienne Rich, Cathy Stonehouse, Gabeda Baderoon, Shana Youngdahl, Susan Musgrave, Ann Fisher-wirth, Sonnet L'Abbe, Misha Cahnmann-Taylor, Leon Rooke, Louise Bernice Halfe, Sandra Gilbert, Annie Finch, Louise Gluck, Laisha Rosnau, Mary Karr, Miranda Pearson, Marilyn Hacker, Liesl Jobson, Margaret Christakos, Susan Holbrook, John Terpstra, Lydia Kwa, Fiona Tinwei Lam, Clarinda Harriss, Mahmoud Darwish, Suzanne Hancock, Priscila Uppal, Meena Alexander, Eric Ormsby, Richard Teleky, Ingrid de Kok, Daniela Gioseffi, Philip Levine, Grace Paley, Samuel Menashe, Carol L. MacKay, Paul Sohar, Nina Bogin, Alicia Suskin Ostriker, Claire Millikin, Various, Kathleen Ossip, Nan Byrne, Beth Ann Fennelly, Jean Valentine, John  Barton",Demeter Press,11,9781550144840,2237666,11,White Ink: Poems on Mothers and Motherhood,5,8,2007
1500676381,eng,1,Deborah L. Halliday,Createspace Independent Publishing Platform,3,9781500676384,21373504,3,To The Sea: Thirty Two Poems from Godey's Lady's Book,5,8,2014
0316106224,en-US,13,Susan Branch,"Little, Brown and Company",191,9780316106221,819570,191,Sweets to the Sweet: A Keepsake Book from the Heart of the Home,5,5,1998
1250042127,eng,1,Brenda Jackson,St. Martin's Griffin,4,9781250042125,17454803,4,The Midnight Hour,5,4,2004
0984216367,,2,Michael L. White,Parson Place Press,2,9780984216369,13827990,2,A Time for Everything: The Kevin Zimmerman Story,5,10,2011
1941058353,,4,Loren Kleinman,Winter Goose Publishing,5,9781941058350,29585426,5,Stay with Me Awhile,5,4,2016
0415335094,,1,Bruce Macfarlane,Routledge,1,9780415335096,9264002,1,Teaching with Integrity: The Ethics of Higher Education Practice,5,10,2003
1542365694,eng,1,Anjillica Navarro,,1,9781154236569,36110763,1,The Keeper's Solace,5,9,2017
1632631253,eng,2,Barbara Renner,Booklocker.com,3,9781632631251,22808611,3,Lonnie the Loon Learns to Fly,5,6,2014
0899577954,,2,Jenny L. Cote,Living Ink Books,10,9780899577951,31374457,10,"The Voice, the Revolution and the Key (Epic Order of the Seven #7)",5,8,2017
0989422607,eng,1,"Jon W. Colson, Jon Colson",Sterling Press,3,9780989422604,18554940,3,I Want My Country Back: We Must Stand United Again,5,8,2013
1465454438,,1,DK Publishing,DK,12,9781465454430,29093319,12,Big History,5,10,2016
0976227908,,1,Jimmie Lou Watson,Book Ventures,3,9780976227908,2259553,3,Her Spirit Lives in Us: Immigrant Mother's Legacy of Love,5,11,2004
097492248X,,1,Mary E. McGovern,"Veravail, LC",3,9780974922485,2259558,3,The Reason We Are Here - The Truth,5,4,2004
1515193608,eng,2,"Jason Fisk, Abigail Cashman",Leaf Garden Press,9,9781515193609,26047380,9,Sadly Beautiful,5,8,2015
1625491638,,1,Leonard Orr,Wordtech Communications,1,9781625491633,27982958,1,A Floating Woman,5,11,2015
1614760640,,13,Michael Bush,X-Star Publishing Company,94,9781614760641,12080825,94,The Practical Beekeeper: Beekeeping Naturally,5,6,2011
1466446226,,3,John Heldon,Createspace,4,9781466446229,13279213,4,Ark,5,12,2011
0689847440,,25,Robert Sabuda,Little Simon,269,9780689847448,857492,269,America the Beautiful: America the Beautiful,5,10,2004
0595215440,,3,Marcy Sheiner,iUniverse,4,9780595215447,342252,4,Perfectly Normal: A Mother's Memoir,5,1,2002
1942265034,eng,14,Julie Jarnagin,Redbud Press,22,9781942265030,25158026,22,Kiss the Cowboy (Taste of Texas #1),5,5,2015
3551794669,ger,3,Kohei Horikoshi,Carlsen,24,9783551794666,34838166,24,"My Hero Academia, Vol. 5: Shoto Todoroki – Origin (My Hero Academia, #5)",5,3,2017
160481862X,,2,Yasmin Morais,Wordclay,4,9781604818628,11613943,4,From Cane Field to the Sea,5,4,2011
0955586003,,2,William  Shaw,Not Avail,3,9780955586002,6018398,3,41 Places - 41 Stories: True Tales from Brighton,5,6,2007
1589949676,,5,"Patricia Meredith, George R.R. Martin",Fantasy Flight Games,305,9781589949676,9597612,305,"The Art of George R.R. Martin's A Song of Ice & Fire, Volume Two",5,4,2011
0992011582,,4,Keira Michelle Telford,Venatic Press,18,9780992011581,25532212,18,Quicunque Vult,5,,2015
0916390519,,2,Medbh McGuckian,Wake Forest University Press,19,9780916390518,410384,19,Marconi's Cottage,5,7,1992
9612612714,slv,1,"Mate Dolenc, Luka Seme",Didakta,3,9789612612719,25853612,3,Mali princ z otoka,5,,2012
1609107535,,5,Ronny Herman de Jong,Booklocker.com,16,9781609107536,14502353,16,"Rising from the Shadow of the Sun: A Story of Love, Survival and Joy",5,3,2011
8372782806,pol,10,"J.K. Rowling, Andrzej Polkowski, Mary GrandPre",Media Rodzina,417,9788372782809,5929499,417,"Harry Potter i Insygnia Śmierci (Harry Potter, #7)",5,1,2008
1530400902,,8,Felicity Kates,Createspace Independent Publishing Platform,11,9781530400904,31577144,11,Project Hell: A New Earth Series Novel,5,8,2016
0702250031,,1,Kathryn Lomer,University of Queensland Press,4,9780702250033,20724452,4,Night Writing,5,2,2014
1463794088,,2,"Linda Hales, Gil Balbuena Jr.",Createspace Independent Publishing Platform,2,9781463794088,13066793,2,Sunshine: I'll Make You Smile!,5,8,2011
1612525164,eng,4,Carol McClain,Desert Breeze Publishing,5,9781612525167,26212926,5,Waters of Separation,5,9,2015
3822847178,eng,9,Sven A. Kirsten,Taschen,95,9783822847176,600589,95,Tiki Modern: And the Wild World of Witco,5,8,2007
1448951844,,1,"Tony Angelo, Maribeth Jenkins Lubitsky",Publish America,6,9781448951840,9054347,6,Go-Bez Nibe: Very Clever Firefly,5,4,2010
1500482056,eng,1,A.M. Willard,Createspace,2,9781500482053,22970673,2,"One Night / One More Night / Forever Night (One Night, #1-3)",5,8,2014
1910786055,eng,2,Mel Menzies,Malcolm Down Publishing Ltd,3,9781910786055,25953172,3,Time to Shine,5,6,2015
1478718447,,2,Tanya M. Saldana,Outskirts Press,3,9781478718444,17217955,3,A Love Uncommon,5,12,2012
1770411844,en-GB,3,"Crissy Calhoun, Heather Vee, Julie Plec",ECW Press,48,9781770411845,17707127,48,Love You to Death Season 4: The Unofficial Companion to The Vampire Diaries,5,10,2013
1842557750,eng,18,Michelle Paver,Orion Children's Books,445,9781842557754,3884045,445,"Wolf Brother, Spirit Walker, Soul Eater (Chronicles of Ancient Darkness #1-3)",5,6,2009
0471246492,,1,"Clinton Cox, James Haskins",Wiley,4,9780471246497,7149575,4,African American Teachers,5,5,2000
0521604575,,2,Marianne Thormahlen,Cambridge University Press,9,9780521604574,221071,9,The Brontës and Religion,5,3,2004
0786864966,,7,John Canemaker,Disney Editions,102,9780786864966,147116,102,Walt Disney's Nine Old Men and the Art of Animation,5,10,2001
1610351959,,2,Gayle Taylor Davis,Linden Publishing,5,9781610351959,17802288,5,Grief Sucks...But Love Bears All Things: How Grief Tore Me Apart and Put Me Back Together,5,5,2014
1612963862,,1,Philip Seal,Black Rose Writing,1,9781612963860,22807754,1,Hilger,5,7,2014
0062370006,,1,Sammy Hagar,Dey Street Books,14,9780062370006,23871129,14,Unti Lifestyle Cookbook,5,9,2015
0913785067,,1,"Jim W. Corder, James S. Baumlin, Eric Knickerbocker, Eric Pervukhin",Moon City Press,3,9780913785065,3378015,3,A Postmodern Scrapbook: Jim W. Corder on Living and Dying in West Texas,5,1,2009
098761570X,eng,4,"Sandi Parsons, Aska",Faraway Nearby Ink,6,9780987615701,35054843,6,Pepsi the Problem Puppy,5,7,2017
1784558206,eng,1,Vincent James,Austin Macauley Publishers Ltd,5,9781784558208,31348994,5,The Scroll of Suratican,5,8,2016
8498387132,spa,51,Rick Riordan,Salamandra,206,9788498387131,25887016,206,Percy Jackson y los dioses griegos,5,11,2015
0898706246,,2,"Erich Przywara, H. Francis Davis",Ignatius Press,10,9780898706246,235067,10,The Heart of Newman,5,1,1997
1580172075,,2,Brigitte Mars,Storey Publishing,8,9781580172073,630311,8,"Dandelion Medicine: Remedies and Recipes to Detoxify, Nourish, Stimulate",5,1,1999
1505664918,en-US,1,Joyce  Mitchell,Joyce Mitchell,6,9781505664911,24277991,6,Button Finds Family and Friends at the Farm,5,12,2014
1500458589,,3,"Maria I. Morgan, Sherrie Molitor",Createspace Independent Publishing Platform,3,9781500458584,23177857,3,Louie's Big Day!,5,9,2014
0988982609,eng,17,Rae Ann Parker,Gamekeeper Press,23,9780988982604,17885923,23,The Devil's Backbone,5,5,2013
1944277323,,7,Don M. Winn,Progressive Rising Phoenix Press,7,9781944277321,31188836,7,Legend of the Forest Beast,5,7,2016
0981184456,,1,David McLean,Epic Rites Press,4,9780981184456,10451185,4,Laughing at Funerals,5,3,2010
1454908882,,6,"Donna Griffin, Troy Cummings",Sterling Children's Books,17,9781454908883,20695193,17,The Twelve Days of Christmas in Indiana,5,10,2014
0299170241,,1,Derick Burleson,University of Wisconsin Press,22,9780299170240,1822671,22,"Ejo: Poems, Rwanda, 1991–1994",5,10,2000
1478101156,,3,Charlotte Henley Babb,Createspace Independent Publishing Platform,7,9781478101154,15892159,7,Maven's Fractured Fairy Tales,5,6,2012
1548181005,eng,1,James Paul Markey,Createspace Independent Publishing Platform,1,9781548181000,35770343,1,A Leap of Faith and 77 Kind Acts Across All 7 Continents,5,7,2017
077873837X,,1,Darlene R. Stille,Crabtree Publishing Company,1,9780778738374,5972911,1,Forensic Evidence: Blood,5,10,2008
1936253372,eng,1,"J.Z. Colby, Karen Buchanan, Katelynn Persons, Mireille Xioulan Powers",Nebador Archives,0,9781936253371,13176984,0,"Back to the Stars (NEBADOR, #5)",5,11,2011
0736926925,,14,Stormie Omartian,Harvest House Publishers,132,9780736926928,10110096,132,The Power of a Praying Wife Devotional: Fresh Insights for You and Your Marriage,5,8,2011
1512098345,,1,"Richard F Cross, John G. Neilans, Lyn Neilans",Createspace Independent Publishing Platform,2,9781512098341,27123025,2,Lee Harvey Oswald: A Rogue KGB Agent,5,5,2015
9198074997,swe,1,Iza Melody Frost,Reads of Mine,1,9789198074994,22459677,1,"I femte månaden och vrålkåt (Vardagserotik, #6)",5,6,2014
9892047140,por,1,Celeste Cortez,Celeste Almeida de Campos Cortez Silvestre,1,9789892047140,25249888,1,Cântico de Palavras,5,,2013
1596750278,,3,Jalaluddin Mevlana Rumi,Morning Light Press,21,9781596750272,4376512,21,Say Nothing: Poems of Jalal al-Din Rumi in Persian and English,5,9,2008
0941524450,,1,M.P. Pandit,Lotus Press (WI),6,9780941524452,5242357,6,Vedic Deities,5,1,1993
1591169232,eng,293,"Hiromu Arakawa, Akira Watanabe",VIZ Media LLC,12538,9781591169239,873,12538,"Fullmetal Alchemist, Vol. 2 (Fullmetal Alchemist, #2)",5,7,2005
1591169291,eng,204,"Hiromu Arakawa, Akira Watanabe",VIZ Media LLC,8833,9781591169291,871,8833,"Fullmetal Alchemist, Vol. 4 (Fullmetal Alchemist, #4)",5,11,2005
1551382040,,1,Kathy Paterson,Pembroke Publishers,1,9781551382043,2204300,1,Real Life Literacy: Classroom Tools that Promote Real-World Reading and Writing,5,1,2006
1551381826,,1,Kathy Paterson,Pembroke Publishers,1,9781551381824,2204302,1,Differentiated Learning: Language and Literacy Projects That Address Diverse Backgrounds and Culture,5,1,2005
0310726026,,2,"L.J. Sattgast, Laurence Cleyet-Merle",Zonderkidz,28,9780310726029,13700689,28,The Rhyme Bible Storybook,5,12,2012
1929834179,,7,Joseph Zbukvic,International Artist Publishing,48,0035313322723,2130526,48,Mastering Atmosphere & Mood in Watercolor: The Critical Ingredients That Turn Paintings Into Art,5,6,2005
1848992971,,6,"Sally Brown, Kate Morris",Nourish,9,9781848992979,27405607,9,The World In My Kitchen: Global recipes for kids to discover and cook,5,7,2016
0802866352,,7,Frederick Dale Bruner,Eerdmans,39,9780802866356,12043955,39,The Gospel of John: A Commentary,5,2,2012
1883318777,,5,"Christopher Merritt, J. Eric Lynxwiler",Angel City Press,23,9781883318772,7831965,23,"Knott's Preserved: From Boysenberry to Theme Park, the History of Knott's Berry Farm",5,6,2010
1888160624,,2,"Andrew R. Driscoll, Steven H. Semken",Ice Cube Books,3,9781888160628,23229800,3,Soul External: Rediscovering the Great Blue Heron,5,10,2014
1500564346,eng,28,Catherine   West,Create Space Independent Publishing Platform,50,9781500564346,23007153,50,Yesterday's Tomorrow,5,8,2014
0996816860,eng,7,Theresa Linden,Silver Fire Publishing,13,9780996816861,30046533,13,Life-Changing Love,5,5,2016
0263245985,eng,20,Tiffany Reisz,Mills & Boon,52,9780263245981,21082347,52,The Saint,5,5,2014
1530383390,,1,Dane G Kroll,Createspace Independent Publishing Platform,2,9781530383399,29731372,2,Greg and Lucy's Hole World,5,3,2016
0310437121,eng,1,Anonymous,Zondervan,2,9780310437123,23288449,2,"NIV, Super Giant Print Reference Bible, Giant Print, Imitation Leather, Turquoise, Red Letter Edition",5,9,2014
0449016692,eng,13,Meghan Telpner,Random House,48,9780449016695,25241522,48,The UnDiet Cookbook: 130 Gluten-Free Recipes for a Healthy and Awesome Life: Plant-Based Meals with Options for Any Diet,5,10,2015
0310325897,,7,"A. Philip Brown II, Richard J. Goodrich, Albert L. Lukaszewski, Bryan W. Smith",Zondervan,69,9780310325895,6696163,69,A Reader's Hebrew and Greek Bible,5,4,2010
